3G,4G,5G,Audio Jack,Battery,Bluetooth,Brand Name,Color,CPU Clock Speed,CPU Cores,Display Resolution,Display Size,Display Type,Expandable Storage,Flash,Fingerprint Scanner,Fingerprint Scanner Type,GPS,GPU Name,Hybrid Slot,Internal Storage,Model Name,Model No,Name,No of Front Cameras,No of Rear Cameras,OS,OTG Compatible,Primary Camera,RAM,Ratings,Reviews,Stars,Secondary Camera,Sim Type,Sim Size,Touchscreen,Weight,WiFi
HSPA+,YES,,3.5mm,5000 mAh,v5.0,Realme,Blazing Red,2 GHz,Octa Core,720 x 1600 Pixels,16.56 cm (6.52 inch),HD+,256 GB,Rear Flash,,,"A-GPS, GLONASS, BeiDou",Mali G52,No,64 GB,C3,RMX2027,Realme C3,1.0,2,Android 10,Yes,12MP 2MP,4 GB,26071,2601,4.4,5MP,Dual Sim,Dual Nano SIM,Capacitive Screen,195 g,"802.11b/g/n, 2.4G"
YES,YES,,3.5mm,Li-polymer,v4.2,Redmi,Ocean Blue,1.95 GHz,Octa Core,1520 x 720 Pixels,15.8 cm (6.22 inch),HD+,512 GB,Rear and Front Screen Flash,,,Yes,Adreno 505 at 650 MHz,No,32 GB,Redmi 8A,MZB8299IN,Redmi 8A,1.0,1,Android Pie 9.0,Yes,12MP,2 GB,115150,8844,4.4,8MP,Dual Sim,Nano SIM + Nano SIM,Yes,188 g,Yes
YES,YES,,3.5mm,4000 mAh,v5.0,Redmi,Neptune Blue,2 GHz,Octa Core,2340 x 1080 pixels,16.0 cm (6.3 inch),"IPS (In-cell), RD",256 GB,Single Tone Dual LED Flash,Yes,,"A-GPS, GLONASS, BeiDou",Adreno 612,Yes,128 GB,Redmi Note 7 Pro,MZB7700IN,Redmi Note 7 Pro,1.0,2,Android Pie 9.0,Yes,48MP 5MP,6 GB,248806,21242,4.5,13MP,Dual Sim,Nano SIM + Nano SIM,Yes,186 g,802.11 a/b/g/n/ac
YES,YES,,3.5mm,Li-polymer,v4.2,Redmi,Ocean Blue,1.95 GHz,Octa Core,1520 x 720 Pixels,15.8 cm (6.22 inch),HD+,512 GB,Rear and Front Screen Flash,,,Yes,Adreno 505 at 650 MHz,No,32 GB,Redmi 8A,MZB8458IN,Redmi 8A,1.0,1,Android Pie 9.0,Yes,12MP,3 GB,105772,8682,4.4,8MP,Dual Sim,Nano SIM + Nano SIM,Yes,188 g,Yes
YES,YES,,3.5mm,4300 mAh,v5.1,Realme,Lightning Blue,2.3 GHz,Octa Core,"Front Camera: 720P at 30 fps, 1080P at 30 fps, Rear Camera: 720p at 30 fps, 720p at 60 fps, 1080p at 30 fps, 1080p at 60 fps, 4K at 30 fps",16.76 cm (6.6 inch),Full HD+ LCD Display,256 GB,Rear Flash,,,"A-GPS, GLONASS, BeiDou",A618 (8 nm),No,64 GB,6 Pro,RBS0624IN,Realme 6 Pro,2.0,4,Android 10,Yes,64MP 12MP 8MP 2MP,6 GB,700,72,4.7,16MP 8MP,Dual Sim,Nano SIM,Capacitive,195 g,Yes
HSPA+,YES,,3.5mm,4000 mAh,4.2,Realme,Diamond Blue,2 GHz,Octa Core,"1080p, 720p",15.49 cm (6.1 inch),HD+,256 GB,Rear Flash,,,GLONASS,GE8320,No,32 GB,C2,RMX1941,Realme C2,1.0,2,Android Pie 9.0,Yes,13MP 2MP,3 GB,109203,8787,4.3,5MP,Dual Sim,Dual Nano SIM,Multi-touch,166 g,802.11 b/g/n
YES,YES,,,3000 mAh,,mPhone,Grey,1.5 GHz,Octa Core,1920 x 1080 Pixels,13.97 cm (5.5 inch),,,,,,,,Yes,64 GB,7 Plus,7 Plus,mPhone 7 Plus,,1,Android Marshmallow 6.0.1,Yes,16MP,4 GB,48,35,4.1,,Dual Sim,,Yes,,
YES,YES,,,3000 mAh,,mPhone,White,1.5 GHz,Octa Core,1920 x 1080 Pixels,13.97 cm (5.5 inch),,,,,,,,Yes,64 GB,7 Plus,7 Plus,mPhone 7 Plus,,1,Android Marshmallow 6.0.1,Yes,16MP,4 GB,48,35,4.1,,Dual Sim,,Yes,,
Yes,YES,,3.5 mm,2800 mAh,4,STK,Black,1.3 GHz,Quad Core,1280 x 720 Pixels,13.97 cm (5.5 inch),IPS,32 GB,Rear Flash,,,Yes,,No,16 GB,Ace Plus,STK/ACEPBK/IN,STK Ace Plus,1.0,1,Android Nougat 7,Yes,13MP,2 GB,204,42,3.6,5MP,Dual Sim,Micro SIM,Yes,175 g,Yes
Yes,,,,Li-Ion,2.1,Intex,Black,1.2 GHz,Quad Core,1280 x 720 Pixels,12.7 cm (5 inch),IPS,32 GB,Yes,,,A-GPS,,,8 GB,Aqua Life III,,Intex Aqua Life III,1.0,1,Android Lollipop 5.1,,5MP,1 GB,164,22,3.4,0.3MP,Dual Sim,Micro SIM,Capacitive,157 g,Yes
"HSDPA (Downlink Speed): 42 Mbps, HSUPA (Uplink Speed): 5.76 Mbps",YES,,3.5 mm,3000 mAh,4,Yu,Graphite Grey,1.7 GHz,Octa Core,1920 x 1080,13.21 cm (5.2 inch),TFT In-cell,,Rear Flash,,,Yes,Adreno 405 / 550 MHz,Yes,16 GB,Yureka S,YU5200,Yu Yureka S,1.0,1,Android Lollipop 5.1.1,Yes,13MP,3 GB,872,211,3.6,5MP,Dual Sim,Micro SIM and Nano SIM,Capacitive,,Yes
HSPA+,YES,,3.5mm,5000 mAh,v5.0,OPPO,Space Purple,1.8 GHz,Octa Core,1600 x 720 Pixels,16.51 cm (6.5 inch),TFT-LCD,,Rear LED Flash,,,,Adreno 610,No,128 GB,A9 2020,CPH1937,OPPO A9 2020,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,4 GB,2227,212,4.4,16MP,Dual Sim,Dual Nano SIM,"Capacitive Screen, Multi-touch",195 g,802.11a/b/g/n/ac
YES,YES,,3.5mm,Li-Polymer,5,Tecno,Champagne Gold,2 GHz,Quad Core,1520x720 Pixels,15.75 cm (6.2 inch),TFT,256 GB,,Yes,,Yes,,No,32 GB,Camon i4,Camon i4/CB7,Tecno Camon i4,1.0,2,Android Pie 9,Yes,13MP 8MP,3 GB,73,8,3.8,16MP,Dual Sim,,Yes,140 g,Yes
YES,YES,,,4000 mAh,Yes,LYF,Black,1.3 GHz,Quad Core,720 x 1280 Pixels,12.7 cm (5 inch),,,,,,,,No,16 GB,Wind 4S,Wind 4S,LYF Wind 4S,,1,Android Lollipop 5.1,No,8MP,2 GB,542,116,3.7,,Dual Sim,,Yes,,Yes
42 Mbps HSPA+,YES,,3.5 mm,2600 mAh,4.1,Samsung,Gold Platinum,2.1 GHz,Octa Core,3840 x 2160,12.95 cm (5.1 inch),Super AMOLED,,Yes,,,"A-GPS, GLONASS, Beidou",,,32 GB,Galaxy S6 Edge,SM-G925IZDAINS / SM-G925IZDAINU,Samsung Galaxy S6 Edge,1.0,1,Android Lollipop 5,,16MP,3 GB,1197,268,4.0,5MP,Single Sim,Nano SIM,Yes,132 g,802.11 a/b/g/n/ac
HSPA+,YES,,3.5mm,4000 mAh,v4.2,OPPO,Unicorn White,2.1 GHz,Octa Core,2400 x 1080 Pixels,16.26 cm (6.4 inch),AMOLED,256 GB,,Yes,In-Display,"A-GPS, GLONASS, BeiDou",ARM Mali G72 MP3 900 MHz,No,128 GB,F15,CPH2001,OPPO F15,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,8 GB,4430,460,4.4,16MP,Dual Sim,Dual Nano SIM,Multi-touch Capacitive Screen,172 g,Yes
YES,YES,,3.5 mm,No,,InFocus,Premium Gold,1.3 GHz,Quad Core,1440 x 720 Pixels,14.48 cm (5.7 inch),,128 GB,,Yes,,,,Yes,16 GB,Vision 3,IF9031/Vision 3.,InFocus Vision 3,1.0,2,Android Nougat 7,Yes,13MP 5MP,2 GB,6099,748,4.0,8MP,Dual Sim,,Yes,,Yes
,,,,Li-ion,,Micromax,Blue,1.3 GHz,Quad Core,960 x 540 Pixels,15.24 cm (6 inch),quarter HD,,,,,,,,8 GB,Canvas Doodle 4,Canvas Doodle 4,Micromax Canvas Doodle 4,,1,Android Lollipop v5,,8MP,1 GB,492,69,3.8,,Dual Sim,,Yes,,
HSPA+,YES,,3.5mm Stereo Headset Connector,3060 mAh,4.2,Nokia,Blue,1.8 GHz,Octa Core,1080p,14.73 cm (5.8 inch),HD+,400 GB,Rear LED Flash,Yes,,Yes,,Yes,64 GB,5.1 Plus,TA-1102 DS,Nokia 5.1 Plus,1.0,2,Android Oreo 8.1.0,Yes,13MP 5MP,4 GB,136,8,4.1,8MP,Dual Sim,Dual Nano SIM,Yes,151 g,Yes
YES,YES,,3.5 mm,Li-Polymer,Yes,Comio,Sunrise Gold,1.3 GHz,Quad Core,1280 x 720 Pixels,12.7 cm (5 inch),HD IPS,128 GB,,,,,Mali T720,No,32 GB,S1 Lite,S1 Lite,Comio S1 Lite,1.0,1,Android Nougat 7,Yes,13MP,2 GB,134,15,3.9,8MP,Dual Sim,Nano SIM,Yes,,Yes
HSPA+,YES,,3.5mm,5000 mAh,v5.0,OPPO,Space Purple,1.8 GHz,Octa Core,1600 x 720 Pixels,16.51 cm (6.5 inch),TFT-LCD,,Rear LED Flash,,,,Adreno 610,No,128 GB,A9 2020,CPH1937,OPPO A9 2020,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,8 GB,4235,360,4.3,16MP,Dual Sim,Dual Nano SIM,"Capacitive Screen, Multi-touch",195 g,802.11a/b/g/n/ac
Yes,YES,,,3000 mAh,,LG,Platinum,1.4 GHz,Octa Core,1080 x 2160 pixels,13.97 cm (5.5 inch),IPS In Cell Touch Display,2 TB,,,,Yes,,No,32 GB,Q6,LGM700DSK,LG Q6,1.0,1,Android Nougat 7.1,Yes,13MP,3 GB,1610,261,4.0,5MP,Dual Sim,,Yes,,
"HSDPA (Downlink Speed): 42 Mbps, HSUPA (Uplink Speed): 11.2 Mbps",YES,,3.5 mm,Li-polymer,Yes,Micromax,Black & Champagne,1.5 GHz,Octa Core,1280 x 720 Pixels,12.7 cm (5 inch),HD,32 GB,Rear,,,Yes,,Yes,16 GB,Canvas Knight 2,E471,Micromax Canvas Knight 2,1.0,1,Android Lollipop 5,Yes,13MP,2 GB,2722,522,3.7,5MP,Dual Sim,,Yes,,Yes
Yes,YES,,3.5mm,4000 mAh,4.2,Vivo,Glamour Red,2.1 GHz,Octa Core,2340 x 1080 pixels,16.59 cm (6.53 inch),Capacitive Multi-touch,256 GB,Rear LED Flash and Front Screen Flash,,,"GLONASS, BeiDou",,No,64 GB,V15,1819/PD1831F_EX,Vivo V15,1.0,3,Android Pie 9,Yes,12MP 8MP 5MP,6 GB,34118,2892,4.4,32MP,Dual Sim,Nano SIM + Nano SIM,Yes,189.5 g,Yes
HSPA+,YES,,3.5mm,5000 mAh,v5.0,OPPO,Marine Green,1.8 GHz,Octa Core,1600 x 720 Pixels,16.51 cm (6.5 inch),TFT-LCD,,Rear LED Flash,,,,Adreno 610,No,128 GB,A9 2020,CPH1937,OPPO A9 2020,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,4 GB,2227,212,4.4,16MP,Dual Sim,Dual Nano SIM,"Capacitive Screen, Multi-touch",195 g,802.11a/b/g/n/ac
HSPA,YES,,,3100 mAh,4,Gionee,Gold,2.2 GHz,Octa Core,1920 x 1080,13.97 cm (5.5 inch),HD,128 GB,LED,,,A-GPS,,No,32 GB,P7 Max,P7 Max,Gionee P7 Max,1.0,1,Android Marshmallow 6,Yes,13MP,3 GB,8429,1152,3.9,5MP,Dual Sim,Micro SIM,Yes,182 g,Yes
YES,YES,,,1700 mAh,,Itel,Silver,1.3 GHz,Quad Core,480 x 800 Pixels,10.16 cm (4 inch),,,,,,,,No,8 GB,a20,a20,Itel a20,1.0,1,Nougat 7,no,2MP,1 GB,7,1,3.7,2MP,Dual Sim,,Yes,,
Yes,YES,,3.5mm,Li-ion,5.0,Vivo,Burgundy Red,2 GHz,Octa Core,1080p,16.13 cm (6.35 inch),"LCD, Capacitive Multi-touch",256 GB,Rear LED Flash and Front Screen Flash,Yes,,GLONASS,IMG GE8320,No,32 GB,Y12,1904/PD1901EF_EX,Vivo Y12,1.0,3,Android Pie 9.0,Yes,13MP 2MP 8MP,4 GB,1282,90,4.3,8MP,Dual Sim,Nano SIM + Nano SIM,Yes,190.5 g,Yes
YES,YES,,,3000 mAh,Yes,VOTO,Black,1.3 GHz,Quad Core,1280 x 720 pixels,12.7 cm (5 inch),HD,,Auto Flash,,,,,No,16 GB,V11,,VOTO V11,1.0,1,Android Nougat 7.1,No,13MP,2 GB,91,11,3.5,5MP,Dual Sim,Nano SIM,Capacitive,,Yes
Yes,YES,,,4500 mAh,5,Vivo,Diamond Black,2 GHz,Octa Core,1080p,16.21 cm (6.38 inch),Super AMOLED,256 GB,Rear Flash and Front Screen Flash,Yes,In-Display,GLONASS,ARM Mali G52,No,128 GB,S1,vivo 1907/PD1913F_EX,Vivo S1,1.0,3,Android Pie 9,Yes,16MP 8MP 2MP,4 GB,7455,549,4.5,32MP,Dual Sim,Dual Nano SIM,Yes,179 g,Yes
HSPA+,YES,,3.5mm,5000 mAh,v5.0,OPPO,Space Purple,1.8 GHz,Octa Core,1600 x 720 Pixels,16.51 cm (6.5 inch),TFT-LCD,,Rear LED Flash,,,,Adreno 610,No,128 GB,A9 2020,CPH1937,OPPO A9 2020,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,4 GB,2227,212,4.4,16MP,Dual Sim,Dual Nano SIM,"Capacitive Screen, Multi-touch",195 g,802.11a/b/g/n/ac
Yes,YES,,,No,5,Apple,White,,,2160p,15.49 cm (6.1 inch),All-screen LCD Multi-touch Display with IPS Technology,,Rear Quad LED True Tone Flash with Slow Sync and Front Retina Flash,,,"Assisted GPS, GLONASS, Galileo and QZSS","Apple-designed GPU - 4-core, Graphics Performance - Upto 50% Faster than A11 Bionic, Metal 2 Optimised, 3D, Graphics-intensive Gameplay, Faster and More Fluid",No,128 GB,iPhone XR,MRYD2HN/A,Apple iPhone XR,1.0,1,iOS 12,No,12MP,,8618,726,4.6,7MP,Dual Sim,Nano SIM and eSIM,Yes,194 g,802.11ac (2x2 MIMO)
,YES,,,4000 mAh,,Samsung,White,2.3 GHz,Octa Core,1080 x 2340 pixels,16.26 cm (6.4 inch),,,,,,,,No,64 GB,GALAXY A50,SM-A505FZWGINS,Samsung GALAXY A50,,1,Android Pie 9.0,YES,25MP,6 GB,9682,875,4.4,,Dual Sim,,Yes,,
YES,YES,,,4000 mAh,,Redmi,Lunar Red,1.8 GHz,Octa Core,720 x 1520$$Pixels,15.9 cm (6.26 inch),,,,Yes,,,,No,32 GB,Redmi 7,M1810F6LI,Redmi 7,,1,Android Pie 9.0,Yes,12MP,2 GB,12738,995,4.3,,Dual Sim,Nano SIM,Yes,,
HSPA+,YES,,3.5mm,4000 mAh,v4.2,OPPO,Unicorn White,2.1 GHz,Octa Core,2400 x 1080 Pixels,16.26 cm (6.4 inch),AMOLED,256 GB,,Yes,In-Display,"A-GPS, GLONASS, BeiDou",ARM Mali G72 MP3 900 MHz,No,128 GB,F15,CPH2001,OPPO F15,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,8 GB,4430,460,4.4,16MP,Dual Sim,Dual Nano SIM,Multi-touch Capacitive Screen,172 g,Yes
YES,YES,,,Lithium-ion,v5.0,Mi,Not just Blue,2 GHz,Octa Core,1560 x 720 Pixels,15.44 cm (6.08 inch),Super AMOLED,256 GB,,Yes,In-Display,"A-GPS, GLONASS, BeiDou",Adreno 610,Yes,128 GB,A3,MZB7977IN,Mi A3,1.0,3,Android Pie 9,Yes,48MP 8MP 2MP,6 GB,6083,513,4.3,32MP,Dual Sim,Nano SIM,AMOLED Multi-touch Capacitive,173.8 g,Yes
"HSPA: UL 11.5 Mbps, DL 42 Mbps, HSPA+",YES,,3.5mm,4230 mAh,4.2,OPPO,Blue,2.3 GHz,Octa Core,"1080p, 720p",15.75 cm (6.2 inch),HD+,256 GB,Rear Flash,Yes,,"A-GPS, GLONASS, BeiDou, Galileo",IMG GE8320,No,32 GB,A5s,CPH1909,OPPO A5s,1.0,2,Android Oreo 8.1,Yes,13MP 2MP,3 GB,3838,316,4.3,8MP,Dual Sim,Dual Nano SIM,Capacitive Screen with Multi-touch (10 Points),170 g,
YES,YES,,,4000 mAh,Yes,Samsung,Prism Crush Blue,2.3 GHz,Octa Core,2340 x 1080 Pixels,16.26 cm (6.4 inch),Super AMOLED Infinity-O Display,512 GB,Rear Flash,,,Yes,ARM | Mali G72 MP3,No,128 GB,Galaxy A51,SM-A515FZBWINS,Samsung Galaxy A51,1.0,4,Android 10,Yes,48MP 12MP 5MP 5MP,6 GB,1008,136,4.4,32MP,Dual Sim,Nano SIM,Yes,172 g,Yes
Yes,YES,,,4500 mAh,v5.0 (LE upto 2Mbps),Samsung,Prism White,2.8 GHz,Octa Core,UHD 4K (3840 x 2160) at 60,17.02 cm (6.7 inch),Super AMOLED Infinity-O Display,1 TB,Rear Flash,Yes,,Yes,Qualcomm | Adreno 640,Yes,128 GB,Galaxy S10 Lite,SM-G770FZWSINU,Samsung Galaxy S10 Lite,1.0,3,Android 10,Yes,48MP 12MP 5MP,8 GB,4535,1374,4.5,32MP,Dual Sim,Nano SIM,AMOLED,187 g,Yes
YES,YES,,,Lithium-ion,Yes,Nokia,Steel,2 GHz,Quad Core,720 x 1520 pixels,15.9 cm (6.26 inch),,400 GB,Rear Flash,,,Yes,,No,16 GB,3.2,719901070781,Nokia 3.2,1.0,1,Android Pie 9.0,Yes,13MP,2 GB,94,9,3.8,5MP,Dual Sim,Nano SIM,Yes,181 g,Yes
HSPA+,YES,,3.5mm,5000 mAh,v5.0,OPPO,Space Purple,1.8 GHz,Octa Core,1600 x 720 Pixels,16.51 cm (6.5 inch),TFT-LCD,,Rear LED Flash,,,,Adreno 610,No,128 GB,A9 2020,CPH1937,OPPO A9 2020,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,8 GB,4235,360,4.3,16MP,Dual Sim,Dual Nano SIM,"Capacitive Screen, Multi-touch",195 g,802.11a/b/g/n/ac
YES,YES,,3.5mm,4000 mAh,4.2,Redmi,Matte Blue,2 GHz,Octa Core,1440 x 720 pixels,13.84 cm (5.45 inch),TFT IPS,256 GB,Rear Flash,,,"A-GPS, GLONASS, BeiDou",Adreno 505,No,32 GB,Redmi 7A,MZB8008IN,Redmi 7A,1.0,1,Android Pie 9.0,Yes,12MP,2 GB,348030,26412,4.3,5MP,Dual Sim,Dual Nano SIM,Yes,165 g,802.11b/g/n
YES,YES,,3.5mm,4000 mAh,v5.0,Redmi,Nebula Red,2 GHz,Octa Core,2340 x 1080 pixels,16.0 cm (6.3 inch),"IPS (In-cell), RD",256 GB,Single Tone Dual LED Flash,Yes,,"A-GPS, GLONASS, BeiDou",Adreno 612,Yes,64 GB,Redmi Note 7 Pro,MZB7463IN,Redmi Note 7 Pro,1.0,2,Android Pie 9.0,Yes,48MP 5MP,4 GB,777837,68766,4.5,13MP,Dual Sim,Nano SIM + Nano SIM,Yes,186 g,802.11 a/b/g/n/ac
YES,YES,,3.5mm,4000 mAh,v4.2,OPPO,Lake Green,2.1 GHz,Octa Core,2400 x 1080 Pixels,16.51 cm (6.5 inch),AMOLED,,Rear Flash,,,"BeiDou, GLONASS",ARM Mali-G72 MP3 900MHz,No,128 GB,Reno2 F,CPH1989,OPPO Reno2 F,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,8 GB,1664,158,4.5,16MP,Dual Sim,Dual Nano SIM,Multi-touch Capacitive Screen,195 g,802.11a/b/g/n/ac
HSPA+,YES,,3.5mm,5000 mAh,v5.0,OPPO,Marine Green,1.8 GHz,Octa Core,1600 x 720 Pixels,16.51 cm (6.5 inch),TFT-LCD,,Rear LED Flash,,,,Adreno 610,No,128 GB,A9 2020,CPH1937,OPPO A9 2020,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,4 GB,2227,212,4.4,16MP,Dual Sim,Dual Nano SIM,"Capacitive Screen, Multi-touch",195 g,802.11a/b/g/n/ac
Yes,YES,,3.5mm,3500 mAh,5,Realme,Blue Ocean,1.95 GHz,Octa Core,2160p,16.0 cm (6.3 inch),IPS (In-cell),256 GB,Rear LED Flash,Yes,,"A-GPS, GLONASS",Adreno GPU 512,No,64 GB,2 Pro,RMX1801,Realme 2 Pro,1.0,2,Android Oreo 8.1,Yes,16MP 2MP,6 GB,90781,9974,4.5,16MP,Dual Sim,Dual Nano SIM,LCD,174 g,Yes
Yes,YES,,,Lithium-ion,Yes,Samsung,Blue,2.3 GHz,Octa Core,2340 x 1080$$Pixels,16.26 cm (6.4 inch),Super Amoled,512 GB,Yes,Yes,,Yes,,No,64 GB,Galaxy M30s,SM-M307FZBDINS,Samsung Galaxy M30s,1.0,1,Android Pie 9.0,Yes,48MP,4 GB,2135,206,4.4,16MP,Dual Sim,Nano,Yes,186 g,Yes
Yes,YES,,,3050 mAh,4.1,Infinix,Sandstone Black,1.5 GHz,Quad Core,720 x 1440 Pixels,13.84 cm (5.45 inch),IPS TFT,128 GB,Front & Rear Dual LED Flash,,,"GPS, A-GPS",,No,32 GB,Smart 2,X5515I,Infinix Smart 2,1.0,1,Android Oreo 8.1.0,No,13MP,3 GB,33973,3875,4.0,8MP,Dual Sim,Nano SIM and Nano SIM,Yes,,Yes
YES,YES,,3.5mm,Li-poly,Yes,XOLO,Gold,1.5 GHz,Quad Core,1440x720 pixels,13.84 cm (5.45 inch),IPS In-cell,32 GB,Rear LED Flash and Front LED Flash,,,Yes,,No,16 GB,Era 4x,Era 4x,XOLO Era 4x,1.0,1,Android Oreo 8,No,8MP,2 GB,1285,141,4.1,5MP,Dual Sim,Micro SIM + Nano SIM,Yes,,Yes
HSPA+,YES,,3.5mm,3000 mAh,4.2,Moto,Black,1.8 GHz,Octa Core,2270 x 1080 pixels,15.75 cm (6.2 inch),LTPS LCD,512 GB,Rear LED Flash and Front Screen Flash,Yes,In-Display,"A-GPS, GLONASS, Galileo",Adreno 506,No,64 GB,Moto G7,XT1962-6,Moto G7,1.0,2,Android Pie 9,Yes,12MP 5MP,4 GB,2896,305,4.3,8MP,Dual Sim,Dual Nano SIM,Yes,172 g,Yes
YES,YES,,3.5mm,4000 mAh,v4.2,OPPO,Sky White,2.1 GHz,Octa Core,2400 x 1080 Pixels,16.51 cm (6.5 inch),AMOLED,,Rear Flash,,,"BeiDou, GLONASS",ARM Mali-G72 MP3 900MHz,No,128 GB,Reno2 F,CPH1989,OPPO Reno2 F,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,8 GB,1664,158,4.5,16MP,Dual Sim,Dual Nano SIM,Multi-touch Capacitive Screen,195 g,802.11a/b/g/n/ac
"HSPA+, HSDPA",YES,,3.5mm,3000 mAh,5.0,Google,Clearly White,2 GHz,Octa Core,"2160p, 1080p, 720p, 480p",14.22 cm (5.6 inch),OLED,,,Yes,,"GLONASS, BeiDou, Galileo, QZSS",Adreno 615,No,64 GB,Pixel 3a,G020F,Google Pixel 3a,1.0,1,Android Pie 9.0,Yes,12.2MP,4 GB,4449,698,4.5,8MP,Single Sim,Single Nano SIM,Yes,147 g,"2.4GHz + 5GHz, 802.11a/b/g/n/ac (2x2 MIMO)"
,YES,,3.5mm,lithium-ion,5,Redmi,Halo White,2.05 GHz,Octa Core,2340 x 1080$$Pixels,16.59 cm (6.53 inch),Gorilla Glass,128 GB,Back,,,,Mali-G76 MC4,Yes,128 GB,Redmi Note 8 Pro,M1906G7I,Redmi Note 8 Pro,,2,Android Pie 9,Yes,64MP 8MP,8 GB,2180,201,4.4,,Dual Sim,Nano,Yes,199.8 g,Yes
,YES,,3.5mm,lithium-ion,4.2,Redmi,Space Black,2 GHz,Octa Core,2280 x 1080$$Pixels,16.0 cm (6.3 inch),Gorilla Glass,,Back,Yes,,,Adreno 610,Yes,64 GB,Redmi Note 8,M1908C3JI,Redmi Note 8,1.0,2,Android Pie 9,Yes,48MP 8MP,4 GB,9581,697,4.4,13MP,Dual Sim,Nano,Yes,190 g,Yes
Yes,YES,,,4500 mAh,5,Vivo,Skyline Blue,2 GHz,Octa Core,1080p,16.21 cm (6.38 inch),Super AMOLED,256 GB,Rear Flash and Front Screen Flash,Yes,In-Display,GLONASS,ARM Mali G52,No,128 GB,S1,vivo 1907/PD1913F_EX,Vivo S1,1.0,3,Android Pie 9,Yes,16MP 8MP 2MP,4 GB,7455,549,4.5,32MP,Dual Sim,Dual Nano SIM,Yes,179 g,Yes
Yes,YES,,,4500 mAh,5,Vivo,Skyline Blue,2 GHz,Octa Core,1080p,16.21 cm (6.38 inch),Super AMOLED,256 GB,Rear Flash and Front Screen Flash,Yes,In-Display,GLONASS,ARM Mali G52,No,128 GB,S1,vivo 1907/PD1913F_EX,Vivo S1,1.0,3,Android Pie 9,Yes,16MP 8MP 2MP,6 GB,1925,144,4.5,32MP,Dual Sim,Dual Nano SIM,Yes,179 g,Yes
HSPA+,YES,,3.5mm,5000 mAh,v5.0,OPPO,Space Purple,1.8 GHz,Octa Core,1600 x 720 Pixels,16.51 cm (6.5 inch),TFT-LCD,,Rear LED Flash,,,,Adreno 610,No,128 GB,A9 2020,CPH1937,OPPO A9 2020,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,4 GB,2227,212,4.4,16MP,Dual Sim,Dual Nano SIM,"Capacitive Screen, Multi-touch",195 g,802.11a/b/g/n/ac
Yes,YES,,,4500 mAh,4.2,Infinix,Berlin Gray,2 GHz,Octa Core,1080 x 2160 pixels,15.21 cm (5.99 inch),IPS TFT,128 GB,Rear - Dual LED Flash and Front - Softlight Flash,Yes,,A-GPS,,No,64 GB,Note 5,X604B,Infinix Note 5,1.0,1,Android Oreo 8.1.0,Yes,12MP,4 GB,6196,886,4.2,16MP,Dual Sim,Nano SIM + Nano SIM,Yes,175 g,Yes
Yes,YES,,,4500 mAh,5,Vivo,Diamond Black,2 GHz,Octa Core,1080p,16.21 cm (6.38 inch),Super AMOLED,256 GB,Rear Flash and Front Screen Flash,Yes,In-Display,GLONASS,ARM Mali G52,No,128 GB,S1,vivo 1907/PD1913F_EX,Vivo S1,1.0,3,Android Pie 9,Yes,16MP 8MP 2MP,6 GB,1925,144,4.5,32MP,Dual Sim,Dual Nano SIM,Yes,179 g,Yes
"HSPA+, HSDPA",YES,,3.5mm,3000 mAh,5.0,Google,Just Black,2 GHz,Octa Core,"2160p, 1080p, 720p, 480p",14.22 cm (5.6 inch),OLED,,,Yes,,"GLONASS, BeiDou, Galileo, QZSS",Adreno 615,No,64 GB,Pixel 3a,G020F,Google Pixel 3a,1.0,1,Android Pie 9.0,Yes,12.2MP,4 GB,4449,698,4.5,8MP,Single Sim,Single Nano SIM,Yes,147 g,"2.4GHz + 5GHz, 802.11a/b/g/n/ac (2x2 MIMO)"
HSPA+,YES,,3.5mm,4000 mAh,v4.2,OPPO,Unicorn White,2.1 GHz,Octa Core,2400 x 1080 Pixels,16.26 cm (6.4 inch),AMOLED,256 GB,,Yes,In-Display,"A-GPS, GLONASS, BeiDou",ARM Mali G72 MP3 900 MHz,No,128 GB,F15,CPH2001,OPPO F15,1.0,4,Android Pie 9,Yes,48MP 8MP 2MP 2MP,8 GB,4430,460,4.4,16MP,Dual Sim,Dual Nano SIM,Multi-touch Capacitive Screen,172 g,Yes
